LAMMPS data file via write_data, version 7 Aug 2019, timestep = 1574

2577 atoms
2 atom types

0.0000000000000000e+00 1.8560400000000001e+01 xlo xhi
0.0000000000000000e+00 4.2399999999999999e+01 ylo yhi
-1.9664426459744144e-02 4.2154554314688255e+01 zlo zhi

Masses

1 55.847
2 15.9994

Atoms # charge

7 1 7.6980034944522524e-01 2.8477928464195164e+00 9.2501626932071845e-01 2.5510714659277780e+00 0 0 0
52 1 8.4037424179185594e-01 1.2456819226320728e+00 4.1628834906447034e+00 8.2446092220949196e-01 0 0 0
106 2 -7.1479203874150066e-01 1.2082292721470238e+00 4.2129467991976508e+00 2.7760901371104962e+00 0 0 0
124 2 -5.1228348695590720e-01 2.8245912582271306e+00 2.7230859193567305e+00 5.9590329408344944e-01 0 0 0
205 2 -7.3730819564606020e-01 1.2620666192934147e+00 1.1369528524696018e+00 3.2910251160303936e+00 0 0 0
223 1 8.4338381641164950e-01 4.3357738989211816e+00 4.2554625244404924e+00 9.5166582171014613e-01 0 0 0
241 2 -7.4204115010063709e-01 4.2426443120969370e+00 4.2359871665818307e+00 3.0073913936861509e+00 0 0 0
259 2 -7.3699117401796277e-01 4.3876382891840455e+00 9.7004456437528308e-01 3.2884162409744921e+00 0 0 0
277 1 8.8380812179282242e-01 5.5341345428599160e+00 2.7224047913522758e+00 3.2560845347743093e+00 0 0 0
295 1 7.9002795458969532e-01 2.7331855785129675e+00 4.3697150828612141e+00 3.7189410027252690e+00 0 0 0
358 1 7.6093845574286589e-01 6.0161746610970406e+00 1.5545208157723489e+00 6.6736520331761107e-01 0 0 0
412 2 -8.2943349384139464e-01 5.8606716722613736e+00 2.8999942796475024e+00 1.2571805908635516e+00 0 0 0
1275 2 -6.4916077417577667e-01 5.8376443317000213e+00 2.1228347932974394e+00 4.9511586267147534e+00 0 0 0
925 1 8.8062976383473779e-01 1.8480130934598645e+01 2.6645405072678110e+00 3.0719250185091007e+00 0 0 0
178 2 -6.0199961867893215e-01 2.8109315503398875e+00 5.1142283197649734e+00 3.7559703128385696e-01 0 0 0
331 1 9.6844574291834884e-01 9.5876231822242932e+00 8.6659925001689564e-01 2.4642678150260635e+00 0 0 0
376 1 8.7850550824603568e-01 7.1710857866425846e+00 4.3199216449070317e+00 1.3091064410602111e+00 0 0 0
430 2 -7.0462911496404579e-01 6.9108824308089725e+00 4.2533499638294323e+00 3.2393527623448350e+00 0 0 0
448 2 -6.5476697231056746e-01 9.2721822509075924e+00 2.0826784312881106e+00 1.3117796603684801e+00 0 0 0
