LAMMPS data file via write_data, version 7 Aug 2019, timestep = 320

2404 atoms
2 atom types

0.0000000000000000e+00 1.7523000000000000e+01 xlo xhi
0.0000000000000000e+00 3.5100000000000001e+01 ylo yhi
1.6160712815562899e+00 3.9161855467442493e+01 zlo zhi

Masses

1 55.847
2 15.9994

Atoms # charge

3 1 6.8663318121547556e-01 2.9941977817765164e-01 2.1659178928584505e-01 3.3052305808885309e+00 0 0 0
4 2 -4.7699068976152648e-01 1.0984231457384702e-01 2.2364040557514198e-01 5.2948195689753037e+00 0 0 0
5 2 -4.1699418280136152e-01 1.3497618880718651e-01 1.6875761577802906e+00 1.8269243810205060e+00 0 0 0
6 2 -4.1534097465795566e-01 3.3867359321435910e+00 1.6815002728615827e+00 1.8201347683832427e+00 0 0 0
7 2 -4.6359099516993685e-01 1.7596058851312435e+00 1.5440929407888637e+00 3.3907526026276864e+00 0 0 0
8 1 5.3672918970350336e-01 1.7619356962178141e+00 2.1685973154812808e+00 1.6409544477132505e+00 0 0 0
9 1 6.8639353030479133e-01 6.1422696553814449e+00 2.2200994182008163e-01 3.3234390407115790e+00 0 0 0
10 1 6.8651157470930213e-01 3.2211646208583851e+00 1.7441266382417595e-01 3.2862049219827543e+00 0 0 0
11 2 -4.8491126296395826e-01 3.3982509645494470e+00 2.1044879525543361e-01 5.2971874158900967e+00 0 0 0
12 2 -4.7395315075393940e-01 5.9435653332287046e+00 2.3034887745296412e-01 5.3230148963012942e+00 0 0 0
13 2 -4.2157631870071544e-01 4.6615658159296229e+00 1.4616933344519720e+00 3.7024641480210683e+00 0 0 0
14 1 6.9255353921203955e-01 4.5714011301104920e+00 1.6914138067442819e+00 5.4619748470236615e+00 0 0 0
16 2 -4.1632601925271301e-01 5.9642352905712066e+00 1.6887650396888794e+00 1.8353805481326551e+00 0 0 0
18 2 -4.6206712859784799e-01 7.5967886160234883e+00 1.5546761959896198e+00 3.3852817134719322e+00 0 0 0
19 1 5.3610058235976399e-01 7.5911463917539379e+00 2.1712970581336144e+00 1.6355837940702269e+00 0 0 0
28 1 5.9939737520795311e-01 1.7488831431730310e+00 3.1689674427075705e+00 4.6897770250283228e+00 0 0 0
30 1 6.8599288422957039e-01 3.0476082141043248e-01 6.0752152444624796e+00 3.3429265181387091e+00 0 0 0
31 1 5.3548033763478398e-01 1.7558946605109684e+00 4.1192257624099504e+00 1.6442317286991663e+00 0 0 0
32 2 -4.7030002634459628e-01 1.1811559651954162e-01 6.0731303468806610e+00 5.3555707550458926e+00 0 0 0
33 2 -4.7075787702592514e-01 1.7557077686799494e+00 4.7490844897035123e+00 3.4041294041407171e+00 0 0 0
34 2 -4.1723403104072226e-01 1.3927287839041572e-01 7.5478962881406595e+00 1.8727496228551321e+00 0 0 0
35 2 -4.1463465938612093e-01 3.3931512438071034e+00 7.5372417753303713e+00 1.8674451954866049e+00 0 0 0
36 2 -4.6139731157478853e-01 1.7662485197828999e+00 7.4104009692406789e+00 3.4365953335245583e+00 0 0 0
37 1 5.3671183165955649e-01 1.7687690309189603e+00 8.0295824474232447e+00 1.6877665469346124e+00 0 0 0
38 2 -4.9742381261964924e-01 6.6679423015024414e-02 3.1351415410534438e+00 5.6985415392248564e+00 0 0 0
39 1 6.2018534603422559e-01 4.6762968503345599e+00 3.1367039424212657e+00 2.5237609733520237e+00 0 0 0
40 1 6.8635263464872720e-01 6.1447659417618938e+00 6.0813867244566326e+00 3.3495255126986572e+00 0 0 0
41 1 6.8585761388881827e-01 3.2227314513289742e+00 6.0338244075780452e+00 3.3365303854240045e+00 0 0 0
42 2 -4.1675092615482395e-01 4.6908589763902357e+00 4.8256301916673241e+00 3.7397077546877688e+00 0 0 0
43 2 -4.8107809457867701e-01 3.4139827184550482e+00 6.0602821962105295e+00 5.3614941331200399e+00 0 0 0
44 2 -4.7219146775231685e-01 5.9646680517354644e+00 6.0783845792971185e+00 5.3673914649114538e+00 0 0 0
45 2 -4.2197400570490751e-01 4.6706560177372323e+00 7.3121869796710879e+00 3.7486546977761210e+00 0 0 0
46 2 -4.9316074779363861e-01 3.4156731774536131e+00 3.1682168221854465e+00 5.7158339922865604e+00 0 0 0
47 2 -4.9591184222527335e-01 5.9089025668243327e+00 3.1334273487764372e+00 5.7144712597593230e+00 0 0 0
48 1 6.9338794041294227e-01 4.7356437654659000e+00 4.6457202682614769e+00 5.5595270820457676e+00 0 0 0
49 1 6.9060587731503964e-01 4.5956723530552201e+00 7.5392464240688692e+00 5.5170365817898022e+00 0 0 0
50 1 5.9982024002600209e-01 7.5851067985479483e+00 3.1797826524909438e+00 4.6892072257816437e+00 0 0 0
51 1 5.3516929457121010e-01 7.5863057817174209e+00 4.1197991604436703e+00 1.6415525318845763e+00 0 0 0
52 2 -4.7150547983575730e-01 7.5931348032765928e+00 4.7515779621743031e+00 3.4025267119366895e+00 0 0 0
53 2 -4.1687868825146673e-01 5.9749739697365651e+00 7.5399489762852685e+00 1.8743514335733893e+00 0 0 0
55 2 -4.6191825109114926e-01 7.6073009392692201e+00 7.4054662788379257e+00 3.4298277298882183e+00 0 0 0
56 1 5.3612886852195785e-01 7.6096598218492950e+00 8.0155913817323370e+00 1.6766568401020949e+00 0 0 0
600 2 -4.1499495057300900e-01 1.2872571566985219e-01 4.5978848955129807e+00 1.8426753897746690e+00 0 0 1
577 2 -4.1482963763652841e-01 5.9616418693835262e+00 4.5992796334788073e+00 1.8486618255229201e+00 0 0 1
576 2 -4.1845007355702141e-01 3.3918594176511090e+00 4.5872598282416694e+00 1.8536851951495530e+00 0 0 1
281 2 -4.8929860379944784e-01 7.6025531565118944e+00 7.6989124275603880e+00 7.7914600340421414e+00 0 0 0
264 2 -4.8743667599803142e-01 1.7644608777051016e+00 7.7140705274719403e+00 7.7806797925340261e+00 0 0 0
252 1 6.9016545288463971e-01 7.5698062082603785e+00 7.6317170129923904e+00 9.8712579437411510e+00 0 0 0
249 2 -4.8046450375721339e-01 6.2265961256860685e+00 6.1056835680626218e+00 9.8265022404938787e+00 0 0 0
247 1 6.8809642783261771e-01 7.3229646752371860e+00 4.7384261062720068e+00 9.4748501932148592e+00 0 0 0
245 1 5.8930516869300142e-01 7.6386254581279278e+00 6.0363516379623654e+00 6.5291518012734153e+00 0 0 0
243 2 -5.0571543585124223e-01 7.5556838518607332e+00 4.4060436753905057e+00 7.6809719780478733e+00 0 0 0
241 2 -5.0217195650165103e-01 6.3078591886318920e+00 3.1553814251452681e+00 9.4769945214384954e+00 0 0 0
240 2 -4.8873699361308265e-01 7.5998878285903766e+00 1.8841280731000116e+00 7.7073839314810169e+00 0 0 0
237 1 5.9411642647919938e-01 4.6937115058815628e+00 3.1175919919846105e+00 1.0653405063077095e+01 0 0 0
236 1 6.9047555675289762e-01 6.1213026211996020e+00 2.9477028066234667e+00 7.5573623607377440e+00 0 0 0
235 1 6.9004143986388056e-01 1.7367187947654157e+00 7.6634886363592649e+00 9.8613377668017712e+00 0 0 0
233 2 -5.0825496415699090e-01 2.9210127927396123e+00 6.0970216206686541e+00 9.7594738747476821e+00 0 0 0
232 2 -4.7971029398719656e-01 4.0535683262460098e-01 6.1181617385420548e+00 9.8072200474118230e+00 0 0 0
230 1 6.8836831264560661e-01 1.5292294842059926e+00 4.7653317289399686e+00 9.4613216383100873e+00 0 0 0
229 2 -5.0471986871828811e-01 4.6147091405253002e+00 7.7167360932793407e+00 7.4675542630754563e+00 0 0 0
228 1 5.8922897594763590e-01 1.8023685677727550e+00 6.0402575755335493e+00 6.5201729487278861e+00 0 0 0
227 2 -4.8595351842923679e-01 4.6465955647780843e+00 4.4226070326879841e+00 7.4423847245208510e+00 0 0 0
226 2 -5.0605208240791300e-01 1.7252178121430657e+00 4.4164817499021778e+00 7.6708176656958127e+00 0 0 0
225 2 -4.9166840179054988e-01 2.9893301130650949e+00 3.2187900675762506e+00 9.4849034910327923e+00 0 0 0
224 2 -5.0863847949195640e-01 4.6701860986587274e-01 3.1755664422682606e+00 9.4359886676904825e+00 0 0 0
223 2 -4.8252052600531786e-01 1.7594088098285814e+00 1.8972861286114118e+00 7.6605313588294033e+00 0 0 0
222 1 5.9216525108677598e-01 4.5218467906549336e+00 6.1265806543494126e+00 8.5867254655158529e+00 0 0 0
221 1 6.9280478301738591e-01 2.7900327877430409e-01 2.9947247692600447e+00 7.5354869549750019e+00 0 0 0
220 1 6.9608073195608455e-01 3.2198322960345385e+00 3.2149243167016230e+00 7.6075289402086845e+00 0 0 0
216 1 6.9270180742102649e-01 7.6771026485478675e+00 1.8357140513463552e+00 9.7792764894069215e+00 0 0 0
213 2 -4.8699906633018164e-01 6.2543443822227749e+00 3.2623626619996277e-01 9.7377234407903810e+00 0 0 0
211 1 5.9087032047950283e-01 7.6056294196372818e+00 1.9945948464884639e-01 6.4628603540855103e+00 0 0 0
209 1 6.9319083794740000e-01 1.7840256801853764e+00 1.8679175511362900e+00 9.7559817916050022e+00 0 0 0
207 2 -5.1029229691308220e-01 2.9324134778942814e+00 2.9157562669230008e-01 9.6891387959793729e+00 0 0 0
206 2 -5.0273082305055239e-01 4.1811055234040273e-01 3.1479585753381706e-01 9.6762023187829858e+00 0 0 0
