T, K	D_Fe, nm^2 / ns	D_O, nm^2 / ns
1500 752.0 883.2
1400 377.3 444.9
1300 268.81 310.11
1200 148.41 149.70
1100 65.696 60.936
1000 33.358 35.858
900 26.537 21.457
800 12.043 12.956


